"id","seasonId","round","matchday","status","kickoffTime","homeTeamId","awayTeamId","homeScore","awayScore","venue","locked","finishedAt","createdAt","updatedAt"
"cmgr6sl6500f7uvo866xzr0qb","cmgr6skor0005uvo84bcyhpqq",13,NULL,"SCHEDULED","2025-10-18 01:00:00","cmgr6skrp0027uvo8il4rjyh8","cmgr6skpg000juvo816mtq97r",NULL,NULL,"Estadio Cuauhtémoc",False,NULL,"2025-10-14 23:22:05.742","2025-10-14 23:22:05.742"
"cmgr6sl6b00fbuvo8e17vq83l","cmgr6skor0005uvo84bcyhpqq",13,NULL,"SCHEDULED","2025-10-18 03:00:00","cmgr6skp9000duvo8tyh6hgjf","cmgr6skr3001puvo8e41p6be2",NULL,NULL,"Estadio Universitario",False,NULL,"2025-10-14 23:22:05.747","2025-10-14 23:22:05.747"
"cmgr6sl6f00ffuvo8xxl0dvre","cmgr6skor0005uvo84bcyhpqq",13,NULL,"SCHEDULED","2025-10-18 03:00:00","cmgr6sksk002vuvo8j6je8hay","cmgr6skq70011uvo8skrc7afu",NULL,NULL,"Estadio Alfonso Lastras Ramírez",False,NULL,"2025-10-14 23:22:05.752","2025-10-14 23:22:05.752"
"cmgr6sl6j00fjuvo88qd9hn86","cmgr6skor0005uvo84bcyhpqq",13,NULL,"SCHEDULED","2025-10-18 23:00:00","cmgr6skpp000puvo8hvn4tuwu","cmgr6skri0021uvo82cnvbklb",NULL,NULL,"Estadio Nemesio Díez",False,NULL,"2025-10-14 23:22:05.756","2025-10-14 23:22:05.756"
"cmgr6sl6n00fnuvo80qpy0x69","cmgr6skor0005uvo84bcyhpqq",13,NULL,"SCHEDULED","2025-10-18 23:00:00","cmgr6skqd0017uvo86n00v8m8","cmgr6skr9001vuvo8d5kbe3pl",NULL,NULL,"Estadio Corona",False,NULL,"2025-10-14 23:22:05.759","2025-10-14 23:22:05.759"
"cmgr6sl6u00fruvo83dkqfddu","cmgr6skor0005uvo84bcyhpqq",13,NULL,"SCHEDULED","2025-10-18 23:00:00","cmgr6sksb002puvo8l48a7i3m","cmgr6skrv002duvo8ume5r6fb",NULL,NULL,"Estadio Olímpico Benito Juárez",False,NULL,"2025-10-14 23:22:05.766","2025-10-14 23:22:05.766"
"cmgr6sl6z00fvuvo8v9g3nx10","cmgr6skor0005uvo84bcyhpqq",13,NULL,"SCHEDULED","2025-10-19 01:00:00","cmgr6skpy000vuvo8yqv047f2","cmgr6skqm001duvo8hipxjzc3",NULL,NULL,"Estadio BBVA",False,NULL,"2025-10-14 23:22:05.771","2025-10-14 23:22:05.771"
"cmgr6sl7200fzuvo8lfxr6ha3","cmgr6skor0005uvo84bcyhpqq",13,NULL,"SCHEDULED","2025-10-19 01:07:00","cmgr6skox0007uvo8dbbpyn0m","cmgr6sksr0031uvo8002pzboj",NULL,NULL,"Estadio AKRON",False,NULL,"2025-10-14 23:22:05.775","2025-10-14 23:22:05.775"
"cmgr6sl7700g3uvo8dgi9ihyk","cmgr6skor0005uvo84bcyhpqq",13,NULL,"SCHEDULED","2025-10-19 03:05:00","cmgr6sks5002juvo8xto8mipx","cmgr6skqu001juvo8unynnmye",NULL,NULL,"Estadio Olímpico Universitario",False,NULL,"2025-10-14 23:22:05.779","2025-10-14 23:22:05.779"
